,case_identifier,inputstate_2016,healthcov2_2,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
7687,131425571,Maine,,4-year,Divorced,"$40,000 - $49,999",Donald Trump
7688,131439068,Illinois,,4-year,Divorced,"$100,000 - $119,999",Donald Trump
7689,131443691,Tennessee,,4-year,Single,"$50,000 - $59,999",Hillary Clinton
7690,131443706,Michigan,,Some college,Married,Prefer not to say,Donald Trump
7691,131449175,West Virginia,,High school graduate,Widowed,"$10,000 - $19,999",Donald Trump
7692,131458175,Kentucky,,High school graduate,Married,"$40,000 - $49,999",
7693,131478887,Alabama,,4-year,Married,"$150,000 - $199,999",Hillary Clinton
7694,131495822,Washington,,Some college,Divorced,"$10,000 - $19,999",Donald Trump
7695,131507825,Indiana,,4-year,Single,"$20,000 - $29,999",Gary Johnson
7696,131517230,Alabama,,2-year,Divorced,"$10,000 - $19,999",Hillary Clinton
7697,131519933,Indiana,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
7698,131522051,Virginia,,Some college,Divorced,"Less than $10,000",Donald Trump
7699,131524109,Florida,,2-year,Married,"$80,000 - $99,999",Donald Trump
7700,131530178,Kentucky,,High school graduate,Married,"$20,000 - $29,999",Donald Trump
7701,131531675,Illinois,,Some college,Single,"$100,000 - $119,999",Donald Trump
7702,131531720,Kansas,,Some college,Married,Prefer not to say,Donald Trump
7703,131533751,Virginia,,High school graduate,Domestic partnership,"$50,000 - $59,999",Donald Trump
7704,131534069,Illinois,,4-year,Married,"$120,000 - $149,999",Hillary Clinton
7705,131535920,Georgia,,2-year,Single,"$20,000 - $29,999",Hillary Clinton
7706,131547491,Georgia,,4-year,Divorced,"$20,000 - $29,999",Donald Trump
7707,131551985,Washington,,High school graduate,Single,"$20,000 - $29,999",Gary Johnson
7708,131552780,Arizona,,High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
7709,131564675,Texas,,4-year,Married,"$150,000 or more",Donald Trump
7710,131572049,Montana,,2-year,Married,"$10,000 - $19,999",Donald Trump
7711,131573702,Minnesota,,4-year,Married,"$60,000 - $69,999",Hillary Clinton
7712,131574062,Texas,,4-year,Married,"$40,000 - $49,999",Donald Trump
7713,131580071,Missouri,,High school graduate,Divorced,"$10,000 - $19,999",Gary Johnson
7714,131585360,Arizona,,Post-grad,Married,Prefer not to say,Donald Trump
7715,131588861,North Carolina,,High school graduate,Married,"$30,000 - $39,999",
7716,131591552,New Jersey,,4-year,Divorced,"$30,000 - $39,999",Donald Trump
7717,131592875,Florida,,2-year,Widowed,"$10,000 - $19,999",Did not vote for President
7718,131597393,Arizona,,No HS,Separated,"$10,000 - $19,999",Donald Trump
7719,131615864,North Carolina,,4-year,Married,"$120,000 - $149,999",Donald Trump
7720,131618144,Texas,,4-year,Domestic partnership,"$100,000 - $119,999",Hillary Clinton
7721,131620703,Iowa,,Some college,Married,"$30,000 - $39,999",Hillary Clinton
7722,131620919,New Mexico,,4-year,Domestic partnership,"$10,000 - $19,999",Hillary Clinton
7723,131634572,California,,4-year,Divorced,Prefer not to say,Donald Trump
7724,131647400,California,,Some college,Married,"$40,000 - $49,999",
7725,131649950,Virginia,,2-year,Married,"$120,000 - $149,999",Hillary Clinton
7726,131651702,Arizona,,Some college,Married,"$50,000 - $59,999",Donald Trump
7727,131676296,New Jersey,,2-year,Married,"$50,000 - $59,999",Donald Trump
7728,131699495,Georgia,,High school graduate,Married,Prefer not to say,Donald Trump
7729,131713781,Virginia,,4-year,Single,"$30,000 - $39,999",Donald Trump
7730,131716946,New York,,4-year,Married,Prefer not to say,Hillary Clinton
7731,131727584,Florida,,4-year,Married,"$60,000 - $69,999",Gary Johnson
7732,131743394,Massachusetts,,4-year,Married,"$120,000 - $149,999",Donald Trump
7733,131743949,Georgia,,2-year,Divorced,"$20,000 - $29,999",Donald Trump
7734,131762201,Connecticut,,2-year,Single,"$80,000 - $99,999",Donald Trump
7735,131762948,New Jersey,,4-year,Married,"$40,000 - $49,999",Hillary Clinton
7736,131764208,Maryland,,High school graduate,Single,"$10,000 - $19,999",Hillary Clinton
7737,131771282,Idaho,,Some college,Divorced,"$40,000 - $49,999",Donald Trump
7738,131773604,Georgia,,Some college,Married,"$120,000 - $149,999",Hillary Clinton
7739,131774582,Tennessee,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
7740,131777732,Ohio,,2-year,Single,"$10,000 - $19,999",
7741,131779196,Arizona,,Some college,Married,"$20,000 - $29,999",Donald Trump
7742,131781896,Mississippi,,Some college,Married,"$70,000 - $79,999",Hillary Clinton
7743,131793182,Arkansas,,Some college,Married,"$10,000 - $19,999",Donald Trump
7744,131800259,Tennessee,,4-year,Single,"$20,000 - $29,999",Hillary Clinton
7745,131804594,Ohio,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
7746,131813765,California,,4-year,Divorced,"$10,000 - $19,999",Donald Trump
7747,131815772,Alabama,,Post-grad,Married,"$70,000 - $79,999",Donald Trump
7748,131831591,Maine,,4-year,Married,"$20,000 - $29,999",Donald Trump
7749,131834234,Illinois,,High school graduate,Divorced,"Less than $10,000",Hillary Clinton
7750,131840738,Georgia,,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
7751,131861864,Maine,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
7752,131874608,Missouri,,High school graduate,Married,"$20,000 - $29,999",Donald Trump
7753,131876477,Nevada,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
7754,131882624,Florida,,Some college,Single,"Less than $10,000",Hillary Clinton
7755,131884340,California,,Post-grad,Married,"$60,000 - $69,999",Donald Trump
7756,131885081,New York,,High school graduate,Divorced,"$10,000 - $19,999",Hillary Clinton
7757,131887787,Florida,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
7758,131889929,Ohio,,Post-grad,Married,"$30,000 - $39,999",Hillary Clinton
7759,131903147,Ohio,,2-year,Married,"$60,000 - $69,999",Donald Trump
7760,131905334,Idaho,,High school graduate,Divorced,"$10,000 - $19,999",Donald Trump
7761,131906843,Pennsylvania,,Some college,Single,Prefer not to say,Jill Stein
7762,131909066,Tennessee,,No HS,Divorced,"Less than $10,000",Donald Trump
7763,131917760,California,,2-year,Married,"$150,000 - $199,999",Donald Trump
7764,131924183,Alabama,,High school graduate,Single,"Less than $10,000",Hillary Clinton
7765,131930255,Virginia,,Post-grad,Single,"$120,000 - $149,999",Gary Johnson
7766,131932451,Pennsylvania,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
7767,131934668,Michigan,,Some college,Married,"$30,000 - $39,999",Hillary Clinton
7768,131954768,Indiana,,2-year,Single,"$20,000 - $29,999",Donald Trump
7769,131967224,Pennsylvania,,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
7770,131981591,Maryland,,Some college,Divorced,"$50,000 - $59,999",Donald Trump
7771,131999111,California,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
7772,132004034,Colorado,,High school graduate,Separated,"$20,000 - $29,999",Hillary Clinton
7773,132012125,Texas,,4-year,Single,"$150,000 - $199,999",Hillary Clinton
7774,132015143,South Dakota,,2-year,Divorced,"$10,000 - $19,999",
7775,132016295,Arkansas,,4-year,Married,"$10,000 - $19,999",Donald Trump
7776,132019676,Louisiana,,High school graduate,Married,"$30,000 - $39,999",
7777,132032852,Florida,,High school graduate,Married,"$100,000 - $119,999",Hillary Clinton
7778,132037040,Florida,,4-year,Married,Prefer not to say,Donald Trump
7779,132043100,Arizona,,4-year,Divorced,"$60,000 - $69,999",Hillary Clinton
7780,132049970,Pennsylvania,,High school graduate,Separated,"$20,000 - $29,999",Hillary Clinton
7781,132050804,New York,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
7782,132053900,Indiana,,High school graduate,Single,"Less than $10,000",Gary Johnson
7783,132053954,Maryland,,2-year,Married,"$70,000 - $79,999",Hillary Clinton
7784,132069104,New York,,Post-grad,Domestic partnership,"$70,000 - $79,999",Donald Trump
7785,132084932,Florida,,2-year,Married,"$80,000 - $99,999",Hillary Clinton
7786,132089828,New York,,2-year,Separated,"$10,000 - $19,999",Hillary Clinton
7787,132101303,South Carolina,,Some college,Divorced,"$60,000 - $69,999",Donald Trump
7788,132110327,Florida,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
7789,132124862,Ohio,,2-year,Divorced,"$100,000 - $119,999",Donald Trump
7790,132132722,Kentucky,,4-year,Married,Prefer not to say,Donald Trump
7791,132135257,Tennessee,,2-year,Married,"Less than $10,000",Hillary Clinton
7792,132139976,Wisconsin,,4-year,Married,"$40,000 - $49,999",Other
7793,132142184,California,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
7794,132142382,Ohio,,Some college,Divorced,"$10,000 - $19,999",Donald Trump
7795,132148217,South Dakota,,Some college,Single,Prefer not to say,Donald Trump
7796,132165638,Louisiana,,2-year,Domestic partnership,"$30,000 - $39,999",Hillary Clinton
7797,132168155,Pennsylvania,,Some college,Married,Prefer not to say,Donald Trump
7798,132168485,Pennsylvania,,Some college,Divorced,"$10,000 - $19,999",Hillary Clinton
7799,132180389,Connecticut,,Some college,Married,"$100,000 - $119,999",Donald Trump
7800,132181013,West Virginia,,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
7801,132181115,Colorado,,Some college,Single,"$80,000 - $99,999",Hillary Clinton
7802,132182645,Georgia,,High school graduate,Married,"$80,000 - $99,999",Donald Trump
7803,132182930,Arizona,,Some college,Separated,"$20,000 - $29,999",
7804,132187874,Missouri,,2-year,Married,"$80,000 - $99,999",Donald Trump
7805,132202889,California,,2-year,Married,"$40,000 - $49,999",Donald Trump
7806,132205160,Florida,,4-year,Married,Prefer not to say,Hillary Clinton
7807,132208991,North Carolina,,Some college,Married,"$10,000 - $19,999",Hillary Clinton
7808,132210431,Wisconsin,,Some college,Married,Prefer not to say,Donald Trump
7809,132225437,California,,2-year,Widowed,"$120,000 - $149,999",Hillary Clinton
7810,132239042,Oklahoma,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
7811,132245996,Hawaii,,Some college,Married,Prefer not to say,Hillary Clinton
7812,132251342,Washington,,High school graduate,Widowed,Prefer not to say,Donald Trump
7813,132256307,Colorado,,High school graduate,Widowed,Prefer not to say,Donald Trump
7814,132267572,Colorado,,Post-grad,Divorced,"$40,000 - $49,999",Donald Trump
7815,132268229,Colorado,,No HS,Domestic partnership,"$30,000 - $39,999",Hillary Clinton
7816,132270650,California,,Some college,Divorced,"$20,000 - $29,999",Donald Trump
7817,132271649,Florida,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
7818,132276920,Washington,,Some college,Married,"$50,000 - $59,999",Gary Johnson
7819,132285659,California,,Some college,Married,"$80,000 - $99,999",Hillary Clinton
7820,132291347,Arizona,,Some college,Married,"$50,000 - $59,999",Hillary Clinton
7821,132295325,Colorado,,Post-grad,Married,"$40,000 - $49,999",Donald Trump
7822,132298301,Pennsylvania,,Some college,Divorced,"$70,000 - $79,999",Donald Trump
7823,132309854,New York,,Post-grad,Divorced,"Less than $10,000",Hillary Clinton
7824,132313496,Virginia,,4-year,Married,"$30,000 - $39,999",Donald Trump
7825,132319661,Colorado,,High school graduate,Married,"$100,000 - $119,999",Donald Trump
7826,132321842,Nevada,,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
7827,132327350,Texas,,2-year,Married,"$70,000 - $79,999",Donald Trump
7828,132329222,Arkansas,,High school graduate,Single,"Less than $10,000",Hillary Clinton
7829,132330599,Missouri,,Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
7830,132344636,Utah,,High school graduate,Widowed,"$30,000 - $39,999",Donald Trump
7831,132350174,Maryland,,4-year,Single,Prefer not to say,Hillary Clinton
7832,132384950,Florida,,Some college,Single,"Less than $10,000",
7833,132388886,Colorado,,High school graduate,Single,Prefer not to say,Donald Trump
7834,132400712,Georgia,,No HS,Single,"Less than $10,000",Donald Trump
7835,132401528,Georgia,,Some college,Married,"$40,000 - $49,999",Donald Trump
7836,132412499,California,,4-year,Single,"$20,000 - $29,999",Hillary Clinton
7837,132416762,New York,,Some college,Married,"$20,000 - $29,999",Hillary Clinton
7838,132440657,California,,4-year,Single,"$40,000 - $49,999",Hillary Clinton
7839,132485270,Pennsylvania,,4-year,Widowed,"$30,000 - $39,999",Donald Trump
7840,132515009,Virginia,,4-year,Single,Prefer not to say,Donald Trump
7841,132526148,Arizona,,4-year,Single,"$20,000 - $29,999",Hillary Clinton
7842,132625526,Minnesota,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
7843,132630587,New Jersey,,Post-grad,Married,"$150,000 - $199,999",Donald Trump
7844,132644303,Washington,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
7845,132755198,Michigan,,Post-grad,Divorced,"$20,000 - $29,999",Hillary Clinton
7846,132786257,Florida,,High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
7847,132796259,Michigan,,Some college,Married,Prefer not to say,Donald Trump
7848,132799253,New Jersey,,4-year,Single,"$60,000 - $69,999",Jill Stein
7849,132807905,New York,,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
7850,132816557,Florida,,High school graduate,Widowed,"$20,000 - $29,999",Hillary Clinton
7851,132818339,Pennsylvania,,High school graduate,Single,"$30,000 - $39,999",Hillary Clinton
7852,132821174,California,,Some college,Single,"$20,000 - $29,999",Donald Trump
7853,132830288,South Carolina,,2-year,Widowed,"$40,000 - $49,999",Donald Trump
7854,132843509,Rhode Island,,High school graduate,Domestic partnership,"$10,000 - $19,999",Hillary Clinton
7855,132845531,Florida,,High school graduate,Married,"$100,000 - $119,999",Donald Trump
7856,132853682,North Carolina,,4-year,Single,"$20,000 - $29,999",Hillary Clinton
7857,132855023,Arizona,,2-year,Married,"$30,000 - $39,999",Donald Trump
7858,132865568,California,,Some college,Married,"$30,000 - $39,999",Hillary Clinton
7859,132884357,California,,Post-grad,Single,"$100,000 - $119,999",Hillary Clinton
7860,132895325,Florida,,Some college,Married,"$60,000 - $69,999",Donald Trump
7861,132896705,Illinois,,Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
7862,132910184,Arkansas,,2-year,Married,"$60,000 - $69,999",Donald Trump
7863,132941615,Wisconsin,,4-year,Single,"$60,000 - $69,999",Hillary Clinton
7864,132951290,North Carolina,,High school graduate,Married,"$40,000 - $49,999",Donald Trump
7865,132953312,Texas,,2-year,Single,"$500,000 or more",
7866,132968165,Missouri,,4-year,Domestic partnership,"$120,000 - $149,999",Hillary Clinton
7867,132982310,Oklahoma,,Some college,Married,"$30,000 - $39,999",Donald Trump
7868,132985430,Delaware,,Some college,Married,"$60,000 - $69,999",Hillary Clinton
7869,132985682,Missouri,,4-year,Single,Prefer not to say,Donald Trump
7870,132994757,Kentucky,,No HS,Married,"$20,000 - $29,999",
7871,133011665,South Carolina,,4-year,Divorced,"$20,000 - $29,999",Hillary Clinton
7872,133019225,Florida,,4-year,Single,"$350,000 - $499,999",Gary Johnson
7873,133026656,Minnesota,,4-year,Domestic partnership,"$20,000 - $29,999",Hillary Clinton
7874,133028717,North Carolina,,4-year,Single,"$50,000 - $59,999",Hillary Clinton
7875,133035149,Missouri,,4-year,Married,"$70,000 - $79,999",Hillary Clinton
7876,133045988,Georgia,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
7877,133047731,Idaho,,Some college,Widowed,"$50,000 - $59,999",Evan McMullin
7878,133047872,Massachusetts,,4-year,Divorced,"$70,000 - $79,999",Hillary Clinton
7879,133065350,Florida,,High school graduate,Married,"Less than $10,000",Hillary Clinton
7880,133066646,California,,2-year,Married,"$60,000 - $69,999",Hillary Clinton
7881,133110416,Tennessee,,4-year,Married,"$30,000 - $39,999",Donald Trump
7882,133146392,Nevada,,Some college,Married,"$20,000 - $29,999",Donald Trump
7883,133156931,Texas,,Post-grad,Widowed,"$10,000 - $19,999",Hillary Clinton
7884,133164980,Arizona,,4-year,Domestic partnership,Prefer not to say,Donald Trump
7885,133180931,Texas,,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
7886,133189229,Texas,,High school graduate,Married,Prefer not to say,
7887,133237115,Louisiana,,2-year,Divorced,"$10,000 - $19,999",
7888,133242815,California,,Post-grad,Married,"$150,000 or more",Donald Trump
7889,133288010,California,,Some college,Widowed,"$20,000 - $29,999",Donald Trump
7890,133319225,Maryland,,High school graduate,Divorced,Prefer not to say,Hillary Clinton
7891,133321934,Tennessee,,4-year,Single,"$20,000 - $29,999",Hillary Clinton
7892,133332317,Kentucky,,High school graduate,Divorced,"$60,000 - $69,999",Hillary Clinton
7893,133335893,New York,,4-year,Single,"$50,000 - $59,999",Donald Trump
7894,133343069,Indiana,,Some college,Single,"$10,000 - $19,999",Hillary Clinton
7895,133375037,Colorado,,Post-grad,Single,"$60,000 - $69,999",Donald Trump
7896,133412786,Florida,,Some college,Married,"$60,000 - $69,999",Hillary Clinton
7897,133432871,Missouri,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
7898,133435571,New York,,High school graduate,Divorced,Prefer not to say,Hillary Clinton
7899,133437008,Pennsylvania,,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
7900,133455353,New Jersey,,Some college,Married,"$70,000 - $79,999",Donald Trump
7901,133458335,Minnesota,,Some college,Married,"$20,000 - $29,999",
